Bckg run,scaled low sigma X,scaled up sigma X,scaled low sigma Y,scaled up sigma Y
10350,0.193442,0.775678,0.161479,0.749681
10352,0.193067,0.761053,0.1609385,0.7286015
10355,0.166148,0.731132,0.1389715,0.7078885
10357,0.193267,0.768853,0.1611265,0.7359335
10359,0.192892,0.754228,0.160774,0.722186
10361,0.192892,0.754228,0.160774,0.722186
10363,0.165773,0.716507,0.138619,0.694141
10370,0.165223,0.695057,0.137914,0.666646
10372,0.166348,0.738932,0.139136,0.714304
10374,0.1845655,0.7540145,0.153949,0.722011
10376,0.1841905,0.7393895,0.153761,0.714679
10382,0.193267,0.768853,0.1611265,0.7359335
10384,0.202958,0.775922,0.169279,0.749881
10386,0.203158,0.783722,0.1694435,0.7562965
10388,0.193267,0.768853,0.1611265,0.7359335
10390,0.193067,0.761053,0.1611265,0.7359335
10402,0.193267,0.768853,0.161291,0.742349
10404,0.193817,0.790303,0.1618315,0.7634285
10413,0.193442,0.775678,0.161291,0.742349
10415,0.193817,0.790303,0.1618315,0.7634285
10418,0.193267,0.768853,0.1611265,0.7359335
10420,0.193642,0.783478,0.1616435,0.7560965
10422,0.203708,0.805172,0.169796,0.770044
10424,0.204083,0.819797,0.1703365,0.7911235
10426,0.204083,0.819797,0.1701485,0.7837915
10428,0.203908,0.812972,0.1701485,0.7837915
10430,0.203708,0.805172,0.169984,0.777376
10432,0.203333,0.790547,0.1696315,0.7636285
10434,0.193817,0.790303,0.1618315,0.7634285
10436,0.193642,0.783478,0.1616435,0.7560965
10438,0.202783,0.769097,0.1689265,0.7361335
10440,0.193067,0.761053,0.1611265,0.7359335
10444,0.1750495,0.7537705,0.1463135,0.7282265
10446,0.192317,0.731803,0.1604215,0.7084385
10448,0.165598,0.709682,0.1382665,0.6803935
10450,0.165398,0.701882,0.1380785,0.6730615
10454,0.164848,0.680432,0.1375615,0.6528985
10468,0.165598,0.709682,0.138431,0.686809
10470,0.192892,0.754228,0.160774,0.722186
10472,0.193267,0.768853,0.161291,0.742349
10474,0.193642,0.783478,0.1616435,0.7560965
10476,0.193442,0.775678,0.161479,0.749681
10478,0.193067,0.761053,0.1609385,0.7286015
10480,0.1746745,0.7391455,0.1457965,0.7080635
10482,0.166348,0.738932,0.1389715,0.7078885
10484,0.192892,0.754228,0.160774,0.722186
10486,0.193442,0.775678,0.161291,0.742349
10488,0.166348,0.738932,0.1389715,0.7078885
10490,0.192692,0.746428,0.160774,0.722186
10492,0.1750495,0.7537705,0.146149,0.721811
10494,0.1746745,0.7391455,0.1457965,0.7080635
10496,0.1744745,0.7313455,0.1457965,0.7080635
10498,0.193067,0.761053,0.1609385,0.7286015
10500,0.192892,0.754228,0.160774,0.722186
10504,0.192692,0.746428,0.160774,0.722186
10506,0.1754245,0.7683955,0.1465015,0.7355585
10508,0.193067,0.761053,0.1611265,0.7359335
10510,0.193067,0.761053,0.1609385,0.7286015
10512,0.166523,0.745757,0.139324,0.721636
10648,0.214583,1.229297,0.178961,1.127479
10660,0.2255345,1.3318855,0.1882535,1.2238865
10663,0.2255345,1.3318855,0.1882535,1.2238865
10665,0.2255345,1.3318855,0.1882535,1.2238865
