,Photon energy [keV],Efficiency
458,9.1608,0.42785068800000003
459,9.1808,0.4258896851
460,9.2008,0.42393289219999997
461,9.220799999999999,0.42198599700000006
462,9.2408,0.4200447898
463,9.2607,0.4181177111999999
464,9.280700000000001,0.4162063372999999
465,9.3007,0.4142990775
466,9.3207,0.4123876076
467,9.3407,0.41050016820000007
468,9.3606,0.408618535
469,9.380600000000001,0.40675091820000003
470,9.4006,0.4048791684
471,9.4206,0.40303137599999994
472,9.4406,0.40117948860000013
473,9.4605,0.39934752040000004
474,9.4805,0.39751949920000007
475,9.5005,0.3956974175
476,9.5205,0.3938892251
477,9.5405,0.39208700959999987
478,9.5604,0.3902947368
479,9.5804,0.3885163003000001
480,9.6004,0.386743896
481,9.6204,0.3849714560999999
482,9.6404,0.38322277950000005
483,9.6603,0.38147021000000003
484,9.680299999999999,0.379727585
485,9.700299999999999,0.37799869239999995
486,9.7203,0.37627594
487,9.7403,0.37456313310000006
488,9.760200000000001,0.37286027200000005
489,9.7802,0.37116109559999994
490,9.8002,0.36947810999999997
491,9.820200000000002,0.36779509060000004
492,9.840200000000001,0.36612201810000006
493,9.860100000000001,0.36445889280000004
494,9.8801,0.36280935000000003
495,9.9001,0.3611661035
496,9.9201,0.3595328052000001
497,9.940100000000001,0.35789947409999995
498,9.96,0.3562760915999999
499,9.98,0.35466265799999996
500,10.0,0.3530591736000001
